fips,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,area_sqmi,pop_density,year,dem,repub,other
48269,219,100,119,22,152.0,0.0,152.0,0.0,61563.0,39511.0,0.0,199.0,20.0,95,0.0,0.0,12.0,83.0,19,139,16,18,16,105,64,16,0,0,44,43,18,28,31,5,179,70,109,0,0,0,40,30,10,910.872,0.2404289515980291,2008,8,151,4
45049,19807,10247,9560,788,8433.0,53.0,7552.0,828.0,32453.0,17523.0,3436.0,19285.0,522.0,6924,456.0,608.0,1321.0,4539.0,5192,6311,2937,1811,2751,11117,1593,1071,599,1081,5051,4138,1928,571,546,476,8459,4419,4040,10568,5313,5255,780,515,265,562.702,35.19980380378957,2016,5170,3488,148
31135,2860,1480,1380,137,1465.0,0.0,1448.0,17.0,61786.0,34696.0,245.0,2784.0,76.0,1154,31.0,62.0,111.0,950.0,421,1443,210,193,245,1395,513,140,66,39,519,412,464,202,133,178,2693,1397,1296,2,2,0,165,81,84,884.405,3.233812563248738,2020,199,1321,24
20187,2060,1077,983,877,1025.0,0.0,994.0,31.0,66000.0,39063.0,268.0,1667.0,393.0,888,47.0,0.0,44.0,797.0,471,866,174,124,282,996,280,117,124,41,459,316,221,98,117,65,1778,920,858,0,0,0,282,157,125,680.418,3.0275507114744173,2020,148,614,14
48481,41551,20395,21156,16983,19849.0,0.0,18808.0,1041.0,49619.0,26281.0,7182.0,37169.0,4382.0,15256,1125.0,1103.0,1757.0,11271.0,9690,16466,4017,2402,6784,19156,4793,2854,1954,1976,8785,6723,3648,1843,1807,1143,33749,16618,17131,5971,2809,3162,1831,968,863,1094.365,37.96813677338,2016,4238,10149,345
28021,9396,4393,5003,92,3043.0,0.0,2503.0,540.0,23917.0,11962.0,3229.0,9317.0,79.0,3163,714.0,330.0,586.0,1533.0,4092,1975,883,673,1460,4876,929,506,506,448,2859,1393,624,394,360,175,1309,635,674,7938,3701,4237,149,57,92,501.201,18.746969778591826,2012,4838,625,21
22045,73735,35979,37756,2586,35161.0,9.0,31547.0,3605.0,45022.0,23562.0,14720.0,71056.0,2679.0,26433,2325.0,1664.0,3593.0,18851.0,19300,26094,8140,3762,12532,34594,6869,5120,4201,3211,16883,12794,4917,3218,2331,1320,46012,22768,23244,23369,11023,12346,4354,2188,2166,1030.523,71.55104738079596,2012,12132,20892,373
17003,8449,4084,4365,88,3492.0,4.0,3113.0,375.0,28833.0,15858.0,1600.0,8292.0,157.0,3316,603.0,222.0,580.0,1911.0,2372,2706,1020,741,1590,4340,553,578,384,628,1865,1691,784,244,172,137,5242,2638,2604,3011,1361,1650,196,85,111,235.509,35.87548671176049,2008,2189,1692,56
48393,885,401,484,123,372.0,0.0,367.0,5.0,73854.0,31632.0,106.0,858.0,27.0,311,9.0,3.0,26.0,273.0,173,426,76,19,60,396,152,20,24,16,134,131,131,59,40,53,844,386,458,0,0,0,41,15,26,924.187,0.9575984081143752,2016,20,524,10
29165,86894,42605,44289,4101,49204.0,422.0,46317.0,2465.0,65948.0,34037.0,6055.0,82864.0,4030.0,35065,1254.0,1117.0,2303.0,30391.0,17705,39212,9098,3169,4244,38753,22396,2022,1073,1149,17637,15086,6030,11555,8672,2169,76644,37572,39072,4596,2338,2258,5654,2695,2959,420.19,206.79692520050455,2008,21459,24460,561
5053,18014,8832,9182,439,8546.0,0.0,7730.0,816.0,46074.0,22065.0,1987.0,17716.0,298.0,6798,403.0,410.0,957.0,5028.0,3283,8522,1788,949,1951,9854,1927,553,639,759,4729,3450,1675,735,898,294,17064,8432,8632,459,193,266,491,207,284,632.927,28.46141814142863,2012,1468,4829,182
28135,15124,8629,6495,2098,4552.0,0.0,3959.0,593.0,31860.0,13460.0,3184.0,14175.0,949.0,4519,584.0,493.0,736.0,2706.0,5485,4014,1913,1006,3971,6899,1020,2146,986,839,3930,2063,906,459,387,174,6570,3972,2598,7214,3327,3887,1340,1330,10,652.139,23.191374844933364,2012,3959,2499,45
47055,29167,14246,14921,663,13114.0,19.0,12294.0,801.0,47528.0,23877.0,4162.0,28580.0,587.0,11496,695.0,730.0,1666.0,8405.0,6006,12410,3804,1916,3387,16446,3234,954,1238,1195,6771,5817,3858,1208,1409,617,25122,12154,12968,2917,1454,1463,1128,638,490,611.173,47.722985144958955,2016,2917,7970,250
37109,87933,43881,44052,6642,44738.0,67.0,42710.0,1961.0,75672.0,40574.0,8062.0,83667.0,4266.0,34910,1122.0,1571.0,2392.0,29825.0,17911,41919,9389,3926,7227,45489,16962,2668,2338,2221,17701,17052,10736,6299,7249,3414,75764,37683,38081,4915,2318,2597,7254,3880,3374,304.861,288.4363693617747,2020,13274,36341,602
26029,26228,12824,13404,389,13425.0,72.0,12085.0,1268.0,48704.0,28403.0,2896.0,25604.0,624.0,11355,700.0,543.0,1178.0,8934.0,4283,13240,2566,1300,1957,13698,4613,659,611,687,5491,5568,2639,1329,1995,1289,25065,12310,12755,105,28,77,1058,486,572,416.339,62.99674063683681,2008,6817,7306,244
39075,42068,20952,21116,302,18748.0,2.0,17684.0,1062.0,43533.0,17009.0,5492.0,41746.0,322.0,12120,840.0,571.0,1412.0,9297.0,8173,17661,2360,1631,12650,12501,2308,7140,3250,2260,5817,4510,2174,1104,890,314,41566,20707,20859,85,77,8,417,168,249,422.533,99.5614543716112,2008,3141,7720,252
40109,704023,343324,360699,97871,364383.0,4183.0,337313.0,22887.0,42916.0,25723.0,116262.0,635161.0,68862.0,279434,23901.0,17704.0,37134.0,200695.0,164587,265543,89286,35512,81130,312031,133856,44680,20272,16178,163547,99444,49040,61004,53810,19042,479350,233909,245441,105212,49587,55625,119461,59828,59633,708.819,993.2338156849634,2008,116182,163172,0
51510,146422,70729,75693,24112,97241.0,2071.0,90696.0,4474.0,87319.0,54597.0,12661.0,107449.0,38973.0,65916,2298.0,1278.0,3392.0,58948.0,48953,54045,16616,4201,10974,38917,70913,6139,3253,1582,21869,12008,5040,43136,20405,7372,93493,44922,48571,31614,15152,16462,21315,10655,10660,15.485,9455.731352922185,2012,52199,20249,963
5071,26291,12976,13315,3627,10808.0,4.0,10363.0,441.0,37170.0,19681.0,5728.0,23840.0,2451.0,9800,834.0,872.0,1559.0,6535.0,5053,11093,3428,1378,4033,12939,2931,1632,1458,943,5996,4297,2646,1319,992,620,24033,11874,12159,424,229,195,1834,873,961,682.741,38.50801401995779,2016,2427,6091,594
51830,13421,6348,7073,814,6179.0,98.0,5708.0,373.0,50794.0,22851.0,1404.0,12276.0,1145.0,4069,398.0,214.0,318.0,3139.0,7211,3519,1027,525,506,8396,3107,206,147,153,6460,1207,729,1293,927,887,10226,4854,5372,1801,793,1008,1394,701,693,9.022,1487.5859011305697,2008,4328,2353,106
30039,3044,1559,1485,20,1378.0,0.0,1307.0,71.0,36052.0,23222.0,363.0,3025.0,19.0,1461,131.0,108.0,264.0,958.0,475,1477,469,181,257,1665,558,87,67,103,487,777,401,120,265,173,2953,1517,1436,0,0,0,91,42,49,1727.415,1.762170642260256,2008,601,1013,104
55095,45128,23028,22100,888,23250.0,4.0,22277.0,969.0,74142.0,37674.0,3709.0,44497.0,631.0,18534,655.0,634.0,1177.0,16068.0,9407,21482,4848,2029,2524,25741,7729,994,874,656,8913,9861,6967,2878,2766,2085,42875,21921,20954,216,123,93,2037,984,1053,956.411,47.184735432779426,2020,9370,16611,390
21151,81580,39455,42125,1715,42961.0,93.0,39640.0,3228.0,41894.0,21536.0,14122.0,79434.0,2146.0,30756,2688.0,2508.0,4116.0,21444.0,22050,31818,9120,3789,8911,40404,14601,2959,2859,3093,25227,11067,4110,7959,4979,1663,74662,36030,38632,2474,1241,1233,4444,2184,2260,437.293,186.55683946461525,2008,12392,19694,451
28117,25411,12511,12900,207,11197.0,0.0,10144.0,1053.0,31262.0,17068.0,5455.0,25097.0,314.0,9570,1331.0,1251.0,1307.0,5681.0,5152,10736,2802,1734,4782,12616,2011,1931,1134,1717,6488,4262,1866,695,1022,294,21604,10611,10993,3384,1666,1718,423,234,189,414.98,61.2342763506675,2008,3020,7703,72
18071,41902,20766,21136,2209,21726.0,29.0,19649.0,2048.0,43980.0,21498.0,4574.0,39971.0,1931.0,16753,1004.0,961.0,2392.0,12396.0,6522,19979,4816,2034,5209,22238,4034,2152,1391,1666,10543,8021,3674,1810,1661,563,40481,20041,20440,188,106,82,1233,619,614,509.312,82.27177054536315,2008,7354,9726,294
46013,37528,18246,19282,736,21160.0,56.0,20569.0,535.0,52469.0,27958.0,3635.0,36384.0,1144.0,15794,946.0,810.0,1692.0,12346.0,8817,15971,3514,1934,2512,19202,6979,922,389,1201,9083,6443,3676,2960,2990,1029,34683,16929,17754,540,255,285,2305,1062,1243,1730.943,21.680667705406822,2012,7250,8321,497
13053,9402,6090,3312,1654,5976.0,4345.0,1494.0,137.0,52943.0,23574.0,908.0,8992.0,410.0,2031,194.0,95.0,160.0,1582.0,3918,2764,699,95,225,5664,1441,143,57,25,4742,732,190,1211,173,57,5700,3778,1922,1582,1060,522,2120,1252,868,251.159,37.4344538718501,2020,667,880,35
13057,268567,132996,135571,29950,146789.0,202.0,141191.0,5396.0,100824.0,45334.0,17662.0,242373.0,26194.0,97023,2831.0,1806.0,4273.0,88113.0,57118,127109,22953,10478,17694,112884,74931,8912,5059,3723,51543,38364,22977,30573,30687,13671,216897,107315,109582,19078,9179,9899,32592,16502,16090,434.373,618.286587794361,2020,42794,99587,2449
18031,26552,13202,13350,515,13718.0,0.0,13121.0,597.0,54622.0,26515.0,3302.0,26066.0,486.0,10425,623.0,403.0,914.0,8485.0,5227,11381,3289,1382,2027,14270,3746,762,721,544,5797,5194,3279,2009,1301,436,25609,12704,12905,167,118,49,776,380,396,373.321,71.12377819624398,2016,2121,8490,516
30019,1649,819,830,5,868.0,0.0,844.0,24.0,38125.0,24737.0,230.0,1623.0,26.0,773,54.0,73.0,92.0,554.0,168,889,163,131,72,957,254,15,14,43,282,393,282,82,133,39,1570,798,772,0,0,0,79,21,58,1426.105,1.156296345640749,2008,343,694,36
48293,23170,12189,10981,4120,8830.0,0.0,8473.0,357.0,42140.0,18420.0,3820.0,21243.0,1927.0,7856,703.0,504.0,991.0,5658.0,4805,9831,2610,1437,4766,10957,1931,2443,1216,1107,4963,3990,2004,491,894,546,18026,9680,8346,4348,2188,2160,796,321,475,905.288,25.594065093097445,2008,2516,5079,57
17013,5033,2542,2491,13,2392.0,1.0,2220.0,171.0,52661.0,26446.0,578.0,4992.0,41.0,2052,160.0,68.0,291.0,1533.0,834,2653,368,320,411,2969,592,91,79,241,1056,1157,756,250,255,87,4943,2475,2468,6,4,2,84,63,21,283.575,17.748391078198008,2012,1080,1440,56
34027,497103,243487,253616,60488,274781.0,162.0,255325.0,19294.0,99142.0,48928.0,22788.0,403970.0,93133.0,179776,4907.0,3740.0,8937.0,162192.0,115545,230078,35825,22946,26574,174590,181604,10429,6840,9305,71124,66244,37222,77352,77976,26276,406912,198624,208288,16039,7706,8333,74152,37157,36995,481.656,1032.070606407893,2012,100146,124947,2299
27009,39779,19894,19885,903,21619.0,25.0,20722.0,872.0,56357.0,28566.0,4927.0,38192.0,1587.0,16217,1007.0,864.0,1380.0,12966.0,9614,16072,4005,1543,2495,21079,6211,1143,649,703,10233,6964,3882,3385,2046,780,36689,18329,18360,1322,769,553,1768,796,972,413.039,96.3080968141023,2016,5640,12872,1546
23027,39418,19347,20071,528,20014.0,89.0,18818.0,1107.0,51564.0,28860.0,5348.0,38491.0,927.0,17067,1045.0,825.0,2136.0,13061.0,8185,18235,4985,1918,2572,20509,8839,842,831,899,8260,7865,4384,2488,3335,3016,38039,18666,19373,231,155,76,1148,526,622,852.753,46.22440495665216,2016,10440,10378,1889
28041,14009,8237,5772,176,4482.0,15.0,4134.0,333.0,40828.0,14064.0,2037.0,13815.0,194.0,4181,336.0,500.0,536.0,2809.0,3264,6352,1298,508,3062,7129,782,1720,724,618,3881,2440,808,300,356,126,10147,5355,4792,3539,2637,902,323,245,78,712.755,19.654720065099507,2008,1366,4361,39
29083,21765,10643,11122,511,9473.0,33.0,8831.0,609.0,43911.0,25244.0,4609.0,21421.0,344.0,9199,757.0,601.0,1244.0,6597.0,3763,9538,2898,1588,2214,12246,2450,790,787,637,4540,4415,3291,876,961,613,20755,10159,10596,289,210,79,721,274,447,732.321,29.720573355127055,2016,2357,7075,434
39093,313101,155272,157829,33195,153576.0,349.0,146503.0,6724.0,67272.0,37171.0,41092.0,304334.0,8767.0,124510,6672.0,5934.0,9351.0,102553.0,83378,123018,33606,17459,22818,160193,62162,9328,6454,7036,66478,55951,37764,24734,22845,14583,254310,124402,129908,23561,12412,11149,35230,18458,16772,922.772,339.3048336967311,2020,75667,79520,2250
36041,4908,2481,2427,40,2467.0,4.0,2406.0,57.0,49557.0,29965.0,463.0,4763.0,145.0,2381,120.0,129.0,289.0,1843.0,727,2746,426,327,477,2534,1063,143,176,158,714,1131,689,341,472,250,4741,2391,2350,27,21,6,140,69,71,1717.373,2.8578532444611624,2008,1225,2141,45
13139,175001,87672,87329,44480,85015.0,191.0,79378.0,5446.0,50876.0,23675.0,25132.0,146666.0,28335.0,60173,3367.0,2916.0,6594.0,47296.0,36245,74633,15676,7196,31015,71419,23635,18456,6967,5592,38082,24172,9165,10302,9469,3864,145316,72335,72981,12743,6210,6533,16942,9127,7815,392.782,445.5423110020317,2008,14457,44962,509
15003,975690,492281,483409,86894,519554.0,38936.0,452324.0,28294.0,73581.0,30735.0,92129.0,786638.0,189052.0,310141,15738.0,9438.0,19106.0,265859.0,267982,399321,80124,49110,68819,470844,223238,20094,21023,27702,250599,138522,81723,102232,82578,38428,209847,119267,90580,24169,14918,9251,741674,358096,383578,2166.191,450.4173454695362,2012,204349,88461,3932
28133,28314,14885,13429,411,10634.0,0.0,8352.0,2282.0,27941.0,13936.0,8597.0,28186.0,128.0,8451,1320.0,961.0,1392.0,4778.0,10788,6354,3888,1575,6495,12293,2767,3102,2090,1303,7102,3885,1306,1186,1115,466,7202,3913,3289,20681,10763,9918,431,209,222,706.924,40.05239601428159,2012,8199,2929,100
41047,309894,154893,155001,71641,150703.0,312.0,135269.0,15122.0,46069.0,21915.0,47845.0,266062.0,43832.0,112773,7244.0,6192.0,14407.0,84930.0,69045,124417,34095,14221,42000,142910,42854,24970,10235,6795,71110,47385,24415,16403,18400,8051,254254,125257,128997,3167,1985,1182,52473,27651,24822,1182.326,262.10537533641315,2008,61816,59059,3688
17117,44907,22332,22575,582,21142.0,0.0,20176.0,966.0,64706.0,33665.0,6453.0,44445.0,462.0,17567,843.0,647.0,1585.0,14492.0,10506,18458,5874,2534,3311,25687,6578,1060,1214,1037,9831,9013,6843,2902,2268,1408,42815,21317,21498,484,189,295,1608,826,782,867.699,51.754122109164584,2020,7365,16153,504
55083,37737,19229,18508,471,20522.0,11.0,18964.0,1547.0,46633.0,24521.0,4393.0,37350.0,387.0,16442,1075.0,900.0,2167.0,12300.0,6267,19250,3567,1756,3889,21655,3591,1311,1074,1504,8722,8993,3940,1538,1597,456,36624,18687,17937,130,60,70,983,482,501,997.988,37.81307991679258,2008,9927,8755,286
17055,39127,19285,19842,657,16966.0,0.0,15528.0,1438.0,41414.0,23510.0,7517.0,38772.0,355.0,16135,1579.0,1183.0,2274.0,11099.0,8034,15411,5411,3137,4033,21931,4472,1599,1038,1396,8692,7908,5331,1752,1691,1029,37938,18760,19178,323,150,173,866,375,491,431.442,90.68889908724697,2016,4727,13116,868
51093,38898,19422,19476,1569,20190.0,493.0,18620.0,1077.0,91680.0,45230.0,3771.0,37511.0,1387.0,15196,454.0,413.0,1193.0,13136.0,7758,18085,4168,2244,2811,19255,8633,651,876,1284,7617,7251,4387,3483,3325,1825,27388,13717,13671,8595,4255,4340,2915,1450,1465,362.827,107.2081184696839,2020,9399,13707,350
31115,629,349,280,74,331.0,0.0,331.0,0.0,50000.0,28251.0,50.0,612.0,17.0,272,23.0,19.0,35.0,195.0,120,338,33,34,5,393,90,2,2,1,160,103,130,22,38,30,539,293,246,0,0,0,90,56,34,571.073,1.1014353681578362,2020,75,370,9
40103,11509,5652,5857,305,5642.0,31.0,5340.0,271.0,39515.0,20032.0,1535.0,11475.0,34.0,4493,478.0,364.0,513.0,3138.0,2028,5065,1221,880,1070,6235,1416,386,297,387,2675,2246,1314,606,582,228,9796,4804,4992,243,162,81,1470,686,784,731.895,15.724933221295403,2008,1174,3881,0
48057,20127,10402,9725,10071,10031.0,0.0,9691.0,340.0,62267.0,33754.0,1826.0,17981.0,2146.0,8045,227.0,397.0,466.0,6955.0,3968,9210,2071,1054,2388,10592,2409,970,722,696,4439,3761,2392,1089,705,615,14063,7412,6651,579,339,240,5485,2651,2834,1032.661,19.49042328508581,2020,2148,5641,67
27117,9185,4441,4744,604,4513.0,0.0,4384.0,129.0,52309.0,29716.0,1020.0,8587.0,598.0,4007,262.0,214.0,460.0,3071.0,1421,4355,862,638,952,4537,1406,423,188,341,1609,1720,1208,553,526,327,8512,4136,4376,129,57,72,544,248,296,465.96,19.711992445703498,2016,1127,3338,343
39113,538461,258514,279947,11397,271783.0,1968.0,243321.0,26494.0,43965.0,24828.0,81977.0,520692.0,17769.0,223660,21460.0,12965.0,27159.0,162076.0,134250,201374,67842,32130,52516,268425,91881,20937,13432,18147,126945,94345,47135,40358,37209,14314,399904,193815,206089,112647,52083,60564,25910,12616,13294,461.553,1166.6287511943374,2008,145997,128679,3835
53057,118364,58664,59700,20544,56048.0,495.0,50599.0,4954.0,54917.0,27598.0,17352.0,107288.0,11076.0,45309,2700.0,2220.0,4575.0,35814.0,24164,51472,14430,5818,12348,58557,20216,7075,2735,2538,24945,21199,12413,5918,8604,5694,102704,50778,51926,761,406,355,14899,7480,7419,1920.135,61.64358235228252,2012,28688,25071,1510
29085,9579,4705,4874,8,3776.0,0.0,3421.0,355.0,28097.0,18215.0,1464.0,9542.0,37.0,4478,531.0,458.0,976.0,2513.0,1333,4902,1233,769,1625,5621,651,341,526,758,1545,2239,1837,212,258,181,9257,4578,4679,7,7,0,315,120,195,399.091,24.002044646459076,2008,2171,2850,94
46019,9888,4929,4959,254,4943.0,0.0,4697.0,246.0,39041.0,20418.0,1529.0,9820.0,68.0,3977,315.0,307.0,695.0,2660.0,1590,4616,1075,505,920,5103,1310,364,235,321,2058,2073,972,506,552,252,9436,4713,4723,82,51,31,370,165,205,2249.899,4.394863947226075,2008,1306,2821,78
51740,96007,46220,49787,3335,48168.0,2594.0,40770.0,4804.0,46239.0,23219.0,16886.0,93471.0,2536.0,36764,3245.0,2199.0,4276.0,27044.0,27529,30270,13353,5531,12420,48073,12883,4410,4435,3575,25476,15167,7430,6386,4499,1998,39631,19843,19788,50736,23613,27123,5640,2764,2876,46.732,2054.416673799538,2012,32501,12858,563
40079,50048,25186,24862,3382,20284.0,10.0,18151.0,2123.0,35970.0,18390.0,11320.0,48329.0,1719.0,18255,2050.0,1629.0,2853.0,11723.0,8993,20866,6893,3222,7500,26038,4409,2886,2237,2377,12011,9438,4589,1668,1634,1107,37712,18723,18989,1195,768,427,11141,5695,5446,1608.547,31.113794001667344,2012,4662,11177,0
13181,8111,4022,4089,43,3727.0,69.0,3249.0,409.0,36399.0,19627.0,2095.0,8057.0,54.0,3435,421.0,339.0,498.0,2177.0,1598,3465,931,722,1398,4373,564,395,423,580,1870,1839,664,168,298,98,5311,2654,2657,2576,1243,1333,224,125,99,210.38,38.554045061317616,2008,1650,2731,35
47007,13240,7289,5951,290,5088.0,0.0,4454.0,634.0,34450.0,16631.0,2595.0,13086.0,154.0,4480,499.0,422.0,631.0,2928.0,2600,5536,2152,861,2333,7224,980,853,836,644,3208,2688,1328,293,480,207,12390,6665,5725,576,460,116,274,164,110,406.747,32.550946903111765,2012,1267,3022,70
22079,130800,63023,67777,3268,59841.0,310.0,55529.0,4002.0,40658.0,21982.0,22799.0,127735.0,3065.0,48127,4098.0,4229.0,7292.0,32508.0,31382,48249,15634,7532,18000,61913,16968,7662,5461,4877,30300,21904,9709,7426,6618,2924,83933,40557,43376,41690,19749,21941,5177,2717,2460,1317.962,99.24413602213114,2008,20127,36611,783
1009,59077,29864,29213,5721,26459.0,25.0,24856.0,1578.0,57440.0,29053.0,8277.0,56234.0,2843.0,21626,1445.0,1122.0,1828.0,17231.0,11622,25941,6499,3945,8266,31050,6197,3099,2939,2228,13018,10785,7247,2724,2157,1316,53941,26880,27061,729,425,304,4407,2559,1848,650.625,90.8003842459174,2020,2640,24711,237
48267,4316,2161,2155,1135,2117.0,0.0,2101.0,16.0,62386.0,39045.0,528.0,4153.0,163.0,1715,136.0,88.0,136.0,1355.0,769,2044,477,366,499,2085,902,147,163,189,792,673,620,261,241,400,3525,1672,1853,75,75,0,716,414,302,1251.17,3.449571201355531,2020,284,1987,21
48201,3950999,1965768,1985231,1563194,2040328.0,1654.0,1889211.0,149463.0,51444.0,26788.0,655742.0,2963302.0,987697.0,1372163,94609.0,71173.0,154943.0,1051438.0,1009072,1477292,392514,137960,644108,1484441,706407,376532,181082,86494,881623,454981,147837,359527,268648,78232,2384428,1197569,1186859,750562,350208,400354,816009,417991,398018,1703.478,2319.371896789979,2008,590982,571883,8607
50005,30418,15313,15105,581,16213.0,0.0,15786.0,427.0,62964.0,36604.0,3500.0,29621.0,797.0,12819,514.0,601.0,1212.0,10492.0,7647,12464,4053,1665,1724,15850,7077,722,567,435,6165,5549,4136,2486,2414,2177,28614,14323,14291,323,210,113,1481,780,701,657.394,46.27057746191782,2020,8529,5924,705
29073,14801,7522,7279,120,7330.0,0.0,7175.0,155.0,62638.0,34414.0,1722.0,14706.0,95.0,5970,232.0,260.0,500.0,4978.0,2756,6731,2036,788,1346,8183,2215,366,559,421,2879,3077,2227,915,597,703,14042,7039,7003,129,68,61,630,415,215,525.955,28.141190786283996,2020,1601,6222,100
20093,3966,1927,2039,1069,1874.0,0.0,1826.0,48.0,46435.0,20888.0,530.0,3399.0,567.0,1433,34.0,53.0,193.0,1153.0,607,1703,407,184,698,1709,311,438,126,134,777,644,288,133,124,54,3719,1856,1863,17,0,17,230,71,159,870.543,4.555777256264194,2008,309,1159,14
5025,7548,3494,4054,0,2946.0,0.0,2923.0,23.0,48913.0,26479.0,1013.0,7530.0,18.0,2742,111.0,154.0,472.0,2005.0,1552,3181,937,646,506,4610,876,211,138,157,1838,1515,1257,314,405,157,6339,3147,3192,992,281,711,217,66,151,598.9,12.603105693771916,2020,651,2867,82
13105,19570,9358,10212,1212,9220.0,20.0,8514.0,686.0,48190.0,27848.0,3653.0,18645.0,925.0,7873,578.0,467.0,829.0,5999.0,4333,7917,2487,1288,2740,10552,2009,999,780,961,4023,3846,2683,837,739,433,12965,6250,6715,5400,2470,2930,1205,638,567,374.214,52.296279668852584,2020,2879,6226,66
5009,37169,18104,19065,796,16627.0,10.0,15068.0,1549.0,38705.0,21348.0,6177.0,36696.0,473.0,14855,1362.0,1064.0,2143.0,10286.0,5854,17455,4572,2255,4224,20448,3992,1365,1211,1648,8745,7195,4508,1548,1586,858,35846,17511,18335,60,52,8,1263,541,722,601.997,61.74283260547811,2012,3772,11159,460
39025,199450,98518,100932,3244,103034.0,117.0,96188.0,6729.0,60552.0,28708.0,20766.0,194543.0,4907.0,74187,3677.0,2953.0,7642.0,59915.0,40954,88117,20448,8664,17014,96037,36742,5674,5526,5814,43389,37618,15030,17243,14701,4798,190406,93650,96756,2659,1492,1167,6385,3376,3009,459.764,433.8095196666115,2012,30458,64208,1607
48481,41614,20761,20853,17892,19254.0,0.0,18162.0,1092.0,59712.0,29061.0,5998.0,37770.0,3844.0,15148,799.0,845.0,1454.0,12050.0,10270,16934,3383,2249,6008,19761,5128,2881,1425,1702,9261,6413,4087,1875,1872,1381,29464,14607,14857,5380,2839,2541,6770,3315,3455,1094.365,38.02570440392373,2020,4694,11926,141
27173,10233,5228,5005,416,5312.0,5.0,5119.0,188.0,52160.0,26487.0,1318.0,10064.0,169.0,4193,225.0,238.0,425.0,3305.0,2038,4867,758,626,738,5830,1261,251,155,332,2220,2160,1450,458,557,246,9534,4841,4693,28,4,24,671,383,288,763.223,13.40761481244669,2012,2465,2806,143
